"table1.customerid","table1.dominant_gender","table1.max_gender","table2.dominant_size","table2.max_size","table3.last_purchase"
"14965616","Enfant","1","33","1","2015-11-01 15:29:16.0"
"14968620","Enfant","1","25","1","2015-11-01 09:55:15.0"
"14973800","Femme","1","37","1","2015-11-01 12:20:16.0"
"14975285","Homme","1","44","1","2015-11-01 11:34:00.0"
"14996147","Femme","1","38","1","2015-11-01 09:09:14.0"
"15009824","Homme","1","40","1","2015-11-01 21:13:16.0"
"15016512","Sacs","1","","0","2015-11-01 10:20:19.0"
"15016512","Enfant","1","","0","2015-11-01 10:20:19.0"
"15023419","Enfant","1","","0","2015-11-01 20:36:13.0"
"15049014","Femme","1","37","1","2015-11-01 20:44:14.0"
"15055617","Femme","1","37","1","2015-11-01 11:32:03.0"
"15069182","Femme","1","39","1","2015-11-01 11:43:10.0"
"15075770","Homme","1","45","1","2015-11-01 21:13:12.0"
"15081512","Femme","1","38","1","2015-11-01 13:51:09.0"
"15083213","Femme","3","40","3","2015-11-01 19:15:17.0"
"15084487","Femme","1","39","1","2015-11-01 12:43:08.0"
"15092301","Homme","2","42","1","2015-11-01 10:35:01.0"
"15096582","Femme","2","41","2","2015-11-01 17:12:05.0"
"15100756","Femme","1","39","1","2015-11-01 00:19:18.0"
"15110205","Femme","1","40","1","2015-11-01 20:05:09.0"
"15116483","Accessoires","1","","0","2015-11-01 21:50:01.0"
"15116483","Homme","1","","0","2015-11-01 21:50:01.0"
"15119371","Homme","4","43","4","2015-11-01 20:07:19.0"
"15120388","Femme","1","40","1","2015-11-01 23:01:13.0"
"15121166","Enfant","1","23","1","2015-11-01 19:21:13.0"
"15121166","Femme","1","23","1","2015-11-01 19:21:13.0"
"15127582","Femme","2","37","2","2015-11-01 10:23:08.0"
"15140950","Femme","1","39","1","2015-11-01 12:55:18.0"
"15145738","Femme","1","36","1","2015-11-01 12:23:11.0"
"15156323","Femme","1","38","1","2015-11-01 18:11:06.0"
"15159631","Femme","1","38","1","2015-11-01 22:25:01.0"
"15161699","Femme","1","","0","2015-11-01 10:52:19.0"
"15167902","Femme","1","40","1","2015-11-01 20:19:14.0"
"15172266","Femme","1","39","1","2015-11-01 23:46:06.0"
"15173596","Femme","3","35","2","2015-11-01 13:34:06.0"
"15177672","Femme","1","39","1","2015-11-01 19:12:17.0"
"15180001","Femme","1","40","1","2015-11-01 12:47:18.0"
"15180637","Homme","1","45","1","2015-11-01 19:00:08.0"
"15182981","Femme","2","36","2","2015-11-01 22:55:10.0"
"15184668","Enfant","1","21","1","2015-11-01 13:58:18.0"
"15204416","Femme","1","39","1","2015-11-01 15:31:17.0"
"15210014","Accessoires","1","41","1","2015-11-01 10:08:14.0"
"15210014","Homme","1","41","1","2015-11-01 10:08:14.0"
"15218397","Femme","1","40","1","2015-11-01 21:02:19.0"
"15221594","Femme","5","39","4","2015-11-01 17:49:06.0"
"15229805","Femme","1","36","1","2015-11-01 17:48:02.0"
"15232116","Femme","1","40","1","2015-11-01 10:29:06.0"
"15238533","Homme","1","","0","2015-11-01 20:49:18.0"
"15241848","Femme","1","39","1","2015-11-01 01:21:03.0"
"15241848","Sacs","1","39","1","2015-11-01 01:21:03.0"
"15243449","Femme","1","39","1","2015-11-01 20:56:08.0"
"15246162","Femme","1","","0","2015-11-01 07:55:17.0"
"15271987","Homme","1","46","1","2015-11-01 19:21:04.0"
"15279657","Enfant","2","29","2","2015-11-01 17:07:07.0"
"15279657","Enfant","2","39","2","2015-11-01 17:07:07.0"
"15279657","Femme","2","29","2","2015-11-01 17:07:07.0"
"15279657","Femme","2","39","2","2015-11-01 17:07:07.0"
"15285890","Femme","1","39","1","2015-11-01 11:13:02.0"
"15289830","Femme","3","42","3","2015-11-01 00:09:17.0"
"15290527","Enfant","1","","0","2015-11-01 13:33:07.0"
"15294534","Femme","6","40","6","2015-11-01 12:57:07.0"
"15297159","Femme","1","","0","2015-11-01 18:38:01.0"
"15303025","Femme","1","39","1","2015-11-01 17:37:17.0"
"15308906","Femme","1","39","1","2015-11-01 13:59:09.0"
"15310647","Femme","2","38","2","2015-11-01 12:00:16.0"
"15329426","Femme","1","42","1","2015-11-01 14:01:08.0"
"15346122","Femme","1","41","1","2015-11-01 07:20:01.0"
"15350308","Homme","1","46","1","2015-11-01 11:16:15.0"
"15372184","Femme","1","37","1","2015-11-01 15:37:00.0"
"15375083","Homme","1","41","1","2015-11-01 16:14:03.0"
"15380969","Femme","1","38","1","2015-11-01 10:01:14.0"
"15382674","Enfant","1","28","1","2015-11-01 14:53:09.0"
"15385842","Homme","1","","0","2015-11-01 21:42:16.0"
"15387284","Femme","1","36","1","2015-11-01 21:00:11.0"
"15387943","Enfant","1","20","1","2015-11-01 19:32:19.0"
"15390779","Enfant","1","31","1","2015-11-01 23:24:02.0"
"15391875","Femme","1","41","1","2015-11-01 02:46:12.0"
"15394744","Femme","1","39","1","2015-11-01 20:24:15.0"
"15402656","Femme","1","39","1","2015-11-01 11:19:01.0"
"15404662","Femme","2","39","2","2015-11-01 17:24:16.0"
"15414298","Enfant","2","20","1","2015-11-01 21:45:13.0"
"15414298","Enfant","2","39","1","2015-11-01 21:45:13.0"
"15414298","Enfant","2","34","1","2015-11-01 21:45:13.0"
"15416431","Femme","2","41","2","2015-11-01 18:10:16.0"
"15431790","Femme","1","38","1","2015-11-01 08:45:01.0"
"15431809","Femme","1","37","1","2015-11-01 21:12:07.0"
"15436831","Femme","1","38","1","2015-11-01 20:08:08.0"
"15452438","Femme","1","39","1","2015-11-01 17:02:04.0"
"15462844","Sacs","1","","0","2015-11-01 17:23:17.0"
"15466784","Femme","1","39","1","2015-11-01 09:56:16.0"
"15468087","Femme","1","38","1","2015-11-01 14:34:03.0"
"15473942","Homme","2","41","2","2015-11-01 21:53:07.0"
"15475570","Homme","2","42","2","2015-11-01 16:10:09.0"
"15478653","Enfant","2","21","1","2015-11-01 22:30:02.0"
"15478653","Enfant","2","43","1","2015-11-01 22:30:02.0"
"15478653","Enfant","2","25","1","2015-11-01 22:30:02.0"
"15480535","Homme","1","45","1","2015-11-01 17:51:06.0"
"15483469","Femme","1","38","1","2015-11-01 14:25:12.0"
"15492613","Femme","1","39","1","2015-11-01 14:28:01.0"
"15493499","Homme","2","42","2","2015-11-01 21:14:11.0"
"15496520","Femme","4","38","3","2015-11-01 13:57:09.0"
"15500073","Homme","1","42","1","2015-11-01 17:50:04.0"
"15500904","Enfant","1","37","1","2015-11-01 20:01:08.0"
"15508231","Femme","2","42","2","2015-11-01 09:28:16.0"
"15512534","Femme","1","39","1","2015-11-01 20:46:06.0"
"15514057","Homme","2","43","2","2015-11-01 18:20:00.0"
"15514374","Femme","2","40","1","2015-11-01 23:35:09.0"
"15527198","Femme","1","39","1","2015-11-01 22:16:03.0"
"15528775","Femme","1","36","1","2015-11-01 09:16:17.0"
"15540815","Enfant","3","27","3","2015-11-01 17:54:08.0"
"15541837","Enfant","1","34","1","2015-11-01 23:43:18.0"
"15553106","Enfant","2","30","1","2015-11-01 16:46:09.0"
"15553106","Enfant","2","37","1","2015-11-01 16:46:09.0"
"15554863","Homme","2","43","2","2015-11-01 19:47:04.0"
"15556806","Homme","2","40","1","2015-11-01 22:14:09.0"
"15556806","Homme","2","42","1","2015-11-01 22:14:09.0"
"15559541","Femme","2","40","2","2015-11-01 14:13:16.0"
"15561950","Accessoires","1","40","1","2015-11-01 22:30:15.0"
"15561950","Femme","1","40","1","2015-11-01 22:30:15.0"
"15570731","Enfant","2","26","2","2015-11-01 10:15:15.0"
"15579429","Femme","2","40","1","2015-11-01 23:15:05.0"
"15579429","Femme","2","41","1","2015-11-01 23:15:05.0"
"15580500","Femme","1","39","1","2015-11-01 17:14:13.0"
"15591132","Femme","1","39","1","2015-11-01 12:07:07.0"
"15592549","Homme","3","45","3","2015-11-01 12:55:01.0"
"15598363","Femme","1","39","1","2015-11-01 19:18:14.0"
"15600774","Femme","3","38","3","2015-11-01 21:30:19.0"
"15602520","Homme","1","45","1","2015-11-01 22:45:14.0"
"15608395","Femme","1","38","1","2015-11-01 10:32:13.0"
"15630319","Femme","1","41","1","2015-11-01 23:24:10.0"
"15632465","Femme","1","39","1","2015-11-01 07:09:16.0"
"15633646","Homme","3","43","1","2015-11-01 15:53:13.0"
"15633646","Homme","3","44","1","2015-11-01 15:53:13.0"
"15634208","Femme","1","38","1","2015-11-01 17:58:13.0"
"15636132","Homme","1","46","1","2015-11-01 23:41:02.0"
"15638176","Femme","3","38","3","2015-11-01 18:03:13.0"
"15655313","Femme","4","40","4","2015-11-01 21:12:01.0"
"15661478","Femme","1","38","1","2015-11-01 21:49:00.0"
"15662345","Homme","1","43","1","2015-11-01 21:41:06.0"
"15669393","Femme","1","39","1","2015-11-01 11:51:11.0"
"15681191","Enfant","1","37","1","2015-11-01 10:44:17.0"
"15685771","Enfant","1","37","2","2015-11-01 23:10:18.0"
"15685771","Femme","1","37","2","2015-11-01 23:10:18.0"
"15687679","Femme","1","41","1","2015-11-01 11:11:08.0"
"15687679","Sacs","1","41","1","2015-11-01 11:11:08.0"
"15687818","Femme","2","38","1","2015-11-01 14:19:04.0"
"15692498","Femme","1","39","1","2015-11-01 11:38:18.0"
"15723514","Enfant","3","28","1","2015-11-01 18:15:10.0"
"15723514","Enfant","3","31","1","2015-11-01 18:15:10.0"
"15725606","Femme","1","38","1","2015-11-01 11:10:09.0"
"15727590","Femme","1","40","1","2015-11-01 21:36:16.0"
"15731354","Femme","1","39","1","2015-11-01 11:25:01.0"
"15731990","Homme","1","","0","2015-11-01 19:26:17.0"
"15741477","Homme","1","45","1","2015-11-01 16:55:11.0"
"15743670","Enfant","1","35","1","2015-11-01 10:51:02.0"
"15747293","Enfant","1","24","1","2015-11-01 18:49:14.0"
"15759313","Femme","1","38","1","2015-11-01 09:09:14.0"
"15760625","Femme","1","37","1","2015-11-01 21:22:01.0"
"15760625","Sacs","1","37","1","2015-11-01 21:22:01.0"
"15762924","Femme","1","38","1","2015-11-01 19:39:03.0"
"15763577","Femme","1","37","1","2015-11-01 16:11:19.0"
"15770639","Accessoires","2","37","1","2015-11-01 23:19:01.0"
"15770639","Accessoires","2","38","1","2015-11-01 23:19:01.0"
"15770639","Femme","2","37","1","2015-11-01 23:19:01.0"
"15770639","Femme","2","38","1","2015-11-01 23:19:01.0"
"15771469","Homme","1","42","1","2015-11-01 02:47:10.0"
"15773969","Femme","4","41","2","2015-11-01 11:32:09.0"
"15774993","Femme","1","39","1","2015-11-01 21:52:09.0"
"15784438","Homme","2","38","1","2015-11-01 22:25:04.0"
"15784438","Homme","2","44","1","2015-11-01 22:25:04.0"
"15784438","Homme","2","43","1","2015-11-01 22:25:04.0"
"15790631","Femme","1","37","1","2015-11-01 12:59:09.0"
"15802923","Femme","1","37","1","2015-11-01 09:36:00.0"
"15821415","Homme","2","44","2","2015-11-01 16:50:11.0"
"15823605","Femme","1","36","1","2015-11-01 14:04:07.0"
"15837738","Femme","1","36","1","2015-11-01 15:09:17.0"
"15837738","Femme","1","40","1","2015-11-01 15:09:17.0"
"15837738","Enfant","1","36","1","2015-11-01 15:09:17.0"
"15837738","Enfant","1","40","1","2015-11-01 15:09:17.0"
"15838413","Enfant","1","33","1","2015-11-01 21:21:14.0"
"15848024","Femme","2","37","2","2015-11-01 16:52:05.0"
"15855280","Femme","1","40","1","2015-11-01 12:19:02.0"
"15865016","Femme","1","40","1","2015-11-01 17:16:08.0"
"15871915","Femme","1","36","1","2015-11-01 21:42:15.0"
"15883218","Homme","1","","0","2015-11-01 17:54:07.0"
"15899926","Femme","1","37","1","2015-11-01 21:14:13.0"
"15908786","Femme","1","39","1","2015-11-01 20:44:07.0"
"15918855","Enfant","2","24","2","2015-11-01 23:14:15.0"
"15923917","Femme","1","38","1","2015-11-01 18:02:05.0"
"15929570","Homme","1","42","1","2015-11-01 11:38:15.0"
"15939780","Femme","2","39","2","2015-11-01 20:47:04.0"
"15940449","Homme","1","41","1","2015-11-01 10:25:13.0"
"15943979","Femme","1","38","1","2015-11-01 00:12:09.0"
"15945741","Femme","1","39","1","2015-11-01 12:38:15.0"
"15954194","Homme","1","45","1","2015-11-01 11:02:12.0"
"15963589","Accessoires","3","","0","2015-11-01 23:27:16.0"
"15965060","Homme","1","44","1","2015-11-01 17:15:19.0"
"15969954","Femme","1","41","1","2015-11-01 16:20:13.0"
"15983211","Femme","3","39","3","2015-11-01 15:07:08.0"
"15983420","Enfant","1","36","1","2015-11-01 12:43:18.0"
"15984306","Femme","1","37","1","2015-11-01 17:31:01.0"
"15985155","Femme","1","39","1","2015-11-01 16:19:06.0"
"15990911","Homme","1","42","1","2015-11-01 23:23:06.0"
"15992065","Femme","5","37","4","2015-11-01 09:16:17.0"
"16003148","Homme","1","42","1","2015-11-01 21:37:16.0"
"16003217","Homme","1","44","1","2015-11-01 21:01:03.0"
"16003360","Femme","3","40","3","2015-11-01 12:56:13.0"
"16023988","Homme","1","","0","2015-11-01 20:01:11.0"
"16024979","Femme","3","39","3","2015-11-01 20:27:04.0"
"16028428","Enfant","1","33","1","2015-11-01 14:11:13.0"
"16032882","Femme","2","37","2","2015-11-01 15:57:09.0"
"16035217","Homme","2","43","2","2015-11-01 18:01:09.0"
"16038732","Femme","2","41","2","2015-11-01 14:37:02.0"
"16039477","Homme","1","44","1","2015-11-01 23:07:09.0"
"16039641","Homme","1","40","1","2015-11-01 18:20:03.0"
"16055581","Femme","1","","0","2015-11-01 12:28:10.0"
"16062116","Enfant","2","25","2","2015-11-01 23:34:18.0"
"16063106","Femme","1","38","1","2015-11-01 18:24:07.0"
"16077334","Femme","1","38","1","2015-11-01 19:11:14.0"
"16078526","Femme","2","39","1","2015-11-01 10:45:12.0"
"16078526","Femme","2","40","1","2015-11-01 10:45:12.0"
"16081326","Homme","2","42","2","2015-11-01 15:53:02.0"
"16081469","Femme","1","40","1","2015-11-01 22:02:12.0"
"16081964","Femme","6","41","6","2015-11-01 21:51:17.0"
"16089630","Femme","1","39","1","2015-11-01 21:43:02.0"
"16094745","Femme","2","37","2","2015-11-01 22:57:03.0"
"16100092","Femme","1","40","1","2015-11-01 10:34:05.0"
"16103563","Femme","1","","0","2015-11-01 12:01:09.0"
"16103716","Femme","1","","0","2015-11-01 14:27:18.0"
"16107397","Femme","1","36","1","2015-11-01 19:42:17.0"
"16112058","Femme","3","40","3","2015-11-01 09:13:15.0"
"16119880","Femme","1","36","1","2015-11-01 08:27:13.0"
"16136659","Femme","1","37","1","2015-11-01 17:43:18.0"
"16141373","Femme","11","39","11","2015-11-01 17:38:14.0"
"16144778","Femme","1","38","1","2015-11-01 22:34:17.0"
"16152245","Enfant","1","34","1","2015-11-01 20:58:08.0"
"16154579","Enfant","1","24","1","2015-11-01 17:21:11.0"
"16161217","Femme","2","37","2","2015-11-01 20:48:18.0"
"16174671","Femme","1","41","1","2015-11-01 16:10:04.0"
"16179305","Accessoires","1","39","1","2015-11-01 12:12:04.0"
"16179305","Femme","1","39","1","2015-11-01 12:12:04.0"
"16180693","Femme","1","39","1","2015-11-01 13:19:04.0"
"16184073","Femme","1","40","1","2015-11-01 16:47:13.0"
"16194458","Femme","1","39","1","2015-11-01 18:19:01.0"
"16205749","Femme","1","39","1","2015-11-01 17:04:18.0"
"16208723","Femme","1","38","1","2015-11-01 18:33:03.0"
"16210781","Femme","2","41","1","2015-11-01 13:10:01.0"
"16212398","Femme","2","36","1","2015-11-01 20:10:18.0"
"16216006","Femme","2","39","1","2015-11-01 22:12:05.0"
"16216006","Femme","2","40","1","2015-11-01 22:12:05.0"
"16223334","Enfant","1","26","1","2015-11-01 18:14:16.0"
"16223334","Enfant","1","39","1","2015-11-01 18:14:16.0"
"16223334","Sacs","1","26","1","2015-11-01 18:14:16.0"
"16223334","Sacs","1","39","1","2015-11-01 18:14:16.0"
"16223334","Femme","1","26","1","2015-11-01 18:14:16.0"
"16223334","Femme","1","39","1","2015-11-01 18:14:16.0"
"16224778","Femme","2","41","1","2015-11-01 20:07:10.0"
"16226317","Femme","3","39","2","2015-11-01 20:06:07.0"
"16234422","Femme","1","40","1","2015-11-01 20:58:01.0"
"16252482","Femme","2","40","1","2015-11-01 15:08:07.0"
"16252482","Accessoires","2","40","1","2015-11-01 15:08:07.0"
"16258163","Homme","1","44","1","2015-11-01 22:06:18.0"
"16258434","Homme","1","41","1","2015-11-01 18:12:00.0"
"16268374","Femme","2","40","2","2015-11-01 16:01:05.0"
"16270302","Femme","1","39","1","2015-11-01 08:46:07.0"
"16281709","Enfant","2","28","1","2015-11-01 19:04:02.0"
"16281709","Enfant","2","34","1","2015-11-01 19:04:02.0"
"16288810","Femme","2","35","2","2015-11-01 22:29:08.0"
"16289865","Femme","1","37","1","2015-11-01 16:19:17.0"
"16290304","Enfant","1","25","1","2015-11-01 21:33:13.0"
"16290442","Homme","1","42","1","2015-11-01 18:47:11.0"
"16291875","Femme","6","36","6","2015-11-01 20:40:16.0"
"16292565","Femme","1","40","1","2015-11-01 20:41:05.0"
"16296440","Homme","1","44","1","2015-11-01 22:42:07.0"
"16301141","Homme","1","42","1","2015-11-01 20:40:14.0"
"16307734","Femme","1","41","1","2015-11-01 15:49:06.0"
"16308371","Femme","1","41","1","2015-11-01 17:46:06.0"
"16312317","Homme","1","41","1","2015-11-01 17:21:18.0"
"16315552","Femme","5","38","3","2015-11-01 19:52:00.0"
"16321990","Femme","1","40","1","2015-11-01 20:27:01.0"
"16323103","Femme","1","36","1","2015-11-01 20:14:15.0"
"16338279","Femme","1","36","1","2015-11-01 15:25:11.0"
"16339931","Femme","1","40","1","2015-11-01 13:57:02.0"
"16342205","Femme","1","40","1","2015-11-01 07:38:08.0"
"16347196","Femme","3","39","3","2015-11-01 20:55:04.0"
"16348280","Femme","1","","0","2015-11-01 22:20:10.0"
"16355729","Femme","1","37","1","2015-11-01 08:08:03.0"
"16364151","Femme","3","36","2","2015-11-01 13:50:01.0"
"16372386","Homme","1","40","1","2015-11-01 15:57:04.0"
"16374009","Femme","1","38","1","2015-11-01 13:26:08.0"
"16378849","Homme","1","41","1","2015-11-01 09:38:14.0"
"16379229","Femme","1","38","1","2015-11-01 07:57:19.0"
"16389088","Femme","1","38","1","2015-11-01 22:29:18.0"
"16403888","Femme","1","41","1","2015-11-01 19:50:04.0"
"16403993","Accessoires","1","41","1","2015-11-01 16:20:11.0"
"16403993","Femme","1","41","1","2015-11-01 16:20:11.0"
"16409424","Femme","1","39","1","2015-11-01 13:57:06.0"
"16415548","Femme","1","39","1","2015-11-01 14:38:17.0"
"16436477","Femme","2","37","1","2015-11-01 15:46:05.0"
"16436477","Femme","2","38","1","2015-11-01 15:46:05.0"
"16452718","Femme","1","39","1","2015-11-01 16:49:19.0"
"16452718","Femme","1","42","1","2015-11-01 16:49:19.0"
"16452718","Homme","1","39","1","2015-11-01 16:49:19.0"
"16452718","Homme","1","42","1","2015-11-01 16:49:19.0"
"16457561","Femme","1","38","1","2015-11-01 18:11:19.0"
"16457667","Femme","1","40","1","2015-11-01 19:59:11.0"
"16476182","Accessoires","3","38","1","2015-11-01 14:53:10.0"
"16478024","Enfant","1","19","1","2015-11-01 10:59:07.0"
"16481364","Enfant","1","","0","2015-11-01 20:37:00.0"
"16482513","Enfant","1","23","1","2015-11-01 18:03:17.0"
"16488816","Homme","1","41","1","2015-11-01 17:21:12.0"
"16492800","Homme","1","","0","2015-11-01 19:58:01.0"
"16506061","Femme","1","39","1","2015-11-01 19:44:18.0"
"16506583","Femme","1","36","1","2015-11-01 17:21:09.0"
"16507355","Homme","1","42","1","2015-11-01 20:58:01.0"
"16511234","Femme","1","39","1","2015-11-01 17:41:17.0"
"16524981","Femme","1","41","1","2015-11-01 23:06:01.0"
"16532660","Femme","2","39","2","2015-11-01 09:19:03.0"
"16536181","Homme","5","41","4","2015-11-01 15:22:14.0"
"16539870","Homme","1","","0","2015-11-01 20:38:00.0"
"16553604","Femme","1","39","1","2015-11-01 21:20:05.0"
"16554701","Femme","1","37","1","2015-11-01 20:01:11.0"
"16556899","Femme","2","38","1","2015-11-01 14:44:13.0"
"16556899","Femme","2","39","1","2015-11-01 14:44:13.0"
"16558125","Femme","1","40","1","2015-11-01 20:53:17.0"
"16560137","Femme","3","38","3","2015-11-01 10:41:03.0"
"16571035","Femme","3","39","2","2015-11-01 12:21:16.0"
"16571845","Sacs","1","","0","2015-11-01 18:59:03.0"
"16585042","Enfant","1","31","1","2015-11-01 22:13:08.0"
"16586476","Femme","1","39","1","2015-11-01 00:31:13.0"
"16587194","Femme","1","37","1","2015-11-01 10:50:16.0"
"16590901","Femme","1","40","1","2015-11-01 09:47:00.0"
"16592772","Homme","2","44","1","2015-11-01 15:56:01.0"
"16593811","Femme","2","39","1","2015-11-01 21:45:13.0"
"16593811","Femme","2","38","1","2015-11-01 21:45:13.0"
"16598699","Femme","1","42","1","2015-11-01 18:22:06.0"
"16602568","Femme","1","","0","2015-11-01 18:57:04.0"
"16606780","Homme","1","43","1","2015-11-01 22:01:07.0"
"16615476","Enfant","1","39","1","2015-11-01 22:19:12.0"
"16626630","Homme","2","42","2","2015-11-01 12:19:18.0"
"16637351","Femme","1","38","1","2015-11-01 18:08:00.0"
"16638658","Femme","1","40","1","2015-11-01 17:38:04.0"
"16648886","Enfant","1","39","1","2015-11-01 15:48:02.0"
"16662985","Homme","1","","0","2015-11-01 12:10:17.0"
"16665586","Femme","1","39","1","2015-11-01 16:47:18.0"
"16667079","Homme","1","38","1","2015-11-01 14:35:15.0"
"16670470","Enfant","1","27","1","2015-11-01 09:16:06.0"
"16675153","Homme","1","40","1","2015-11-01 11:10:18.0"
"16687313","Femme","1","36","1","2015-11-01 18:41:07.0"
"16688767","Enfant","1","25","1","2015-11-01 15:38:04.0"
"16693609","Femme","3","39","3","2015-11-01 23:20:18.0"
"16701502","Femme","1","39","1","2015-11-01 14:47:18.0"
"16701925","Sacs","1","","0","2015-11-01 20:12:16.0"
"16701993","Enfant","1","35","1","2015-11-01 13:31:10.0"
"16703229","Homme","2","40","2","2015-11-01 13:58:04.0"
"16712436","Enfant","1","","0","2015-11-01 17:23:19.0"
"16716490","Femme","1","39","1","2015-11-01 09:23:19.0"
"16717803","Homme","1","44","1","2015-11-01 19:46:13.0"
"16721157","Femme","2","39","2","2015-11-01 12:23:07.0"
"16725554","Femme","1","36","1","2015-11-01 20:47:15.0"
"16726088","Accessoires","1","36","1","2015-11-01 08:40:19.0"
"16726088","Sacs","1","36","1","2015-11-01 08:40:19.0"
"16726088","Femme","1","36","1","2015-11-01 08:40:19.0"
"16727456","Femme","1","","0","2015-11-01 15:39:17.0"
"16727559","Femme","1","40","1","2015-11-01 15:50:10.0"
"16730932","Enfant","1","32","1","2015-11-01 13:00:18.0"
"16739734","Homme","2","44","2","2015-11-01 22:22:12.0"
"16743075","Enfant","1","","0","2015-11-01 10:26:05.0"
"16750034","Femme","2","39","2","2015-11-01 19:26:03.0"
"16767932","Homme","1","43","1","2015-11-01 17:59:07.0"
"16769362","Femme","2","38","1","2015-11-01 22:19:03.0"
"16769362","Femme","2","39","1","2015-11-01 22:19:03.0"
"16776213","Homme","1","46","1","2015-11-01 19:15:10.0"
"16786902","Femme","1","38","1","2015-11-01 10:40:08.0"
"16791950","Femme","1","40","1","2015-11-01 20:14:14.0"
"16794440","Enfant","1","32","1","2015-11-01 21:23:10.0"
"16796568","Femme","1","39","1","2015-11-01 18:33:18.0"
"16802075","Femme","1","40","1","2015-11-01 09:09:10.0"
"16808107","Homme","1","43","1","2015-11-01 21:41:17.0"
"16826548","Femme","1","37","1","2015-11-01 18:34:08.0"
"16826573","Femme","1","41","1","2015-11-01 17:36:08.0"
"16827147","Femme","1","37","1","2015-11-01 11:58:11.0"
"16827264","Femme","1","39","1","2015-11-01 16:32:19.0"
"16833287","Femme","1","35","1","2015-11-01 20:58:00.0"
"16846536","Femme","1","40","1","2015-11-01 13:48:19.0"
"16886590","Enfant","2","24","2","2015-11-01 21:24:01.0"
"16886663","Homme","1","41","1","2015-11-01 20:36:00.0"
"16888267","Enfant","1","33","1","2015-11-01 20:53:01.0"
"16890213","Femme","2","40","1","2015-11-01 12:19:00.0"
"16891350","Enfant","1","","0","2015-11-01 16:20:04.0"
"16895257","Femme","2","41","2","2015-11-01 11:13:08.0"
"16900616","Homme","1","","0","2015-11-01 18:36:04.0"
"16902629","Enfant","1","27","1","2015-11-01 21:23:18.0"
"16910570","Enfant","1","34","1","2015-11-01 23:18:18.0"
"16913805","Femme","1","37","1","2015-11-01 12:13:16.0"
"16919820","Femme","4","39","4","2015-11-01 08:41:02.0"
"16929136","Femme","1","38","1","2015-11-01 11:00:05.0"
"16929380","Femme","1","40","1","2015-11-01 12:02:02.0"
"16932386","Enfant","1","27","1","2015-11-01 18:43:07.0"
"16952102","Enfant","2","27","1","2015-11-01 17:12:07.0"
"16952102","Enfant","2","38","1","2015-11-01 17:12:07.0"
"16952200","Homme","2","43","2","2015-11-01 18:38:08.0"
"16952520","Enfant","1","28","1","2015-11-01 18:08:08.0"
"16954000","Homme","1","42","1","2015-11-01 22:36:16.0"
"16954248","Femme","1","38","1","2015-11-01 12:26:03.0"
"16963515","Femme","1","37","1","2015-11-01 13:26:13.0"
"16963743","Femme","1","37","1","2015-11-01 23:53:06.0"
"16964907","Femme","1","39","1","2015-11-01 19:49:10.0"
"16967058","Femme","1","41","1","2015-11-01 06:09:10.0"
"16967244","Enfant","1","19","1","2015-11-01 20:52:07.0"
"16967244","Enfant","1","38","1","2015-11-01 20:52:07.0"
"16967244","Femme","1","19","1","2015-11-01 20:52:07.0"
"16967244","Femme","1","38","1","2015-11-01 20:52:07.0"
"16979068","Femme","1","37","1","2015-11-01 00:07:06.0"
"16979457","Femme","1","38","1","2015-11-01 18:57:12.0"
"16980244","Femme","2","36","2","2015-11-01 13:52:01.0"
"16984784","Enfant","1","33","1","2015-11-01 13:31:03.0"
"16999941","Femme","1","42","1","2015-11-01 12:44:11.0"
"17006454","Femme","1","36","1","2015-11-01 20:54:06.0"
"17007741","Femme","1","39","1","2015-11-01 02:20:10.0"
"17009548","Enfant","1","22","1","2015-11-01 22:20:03.0"
"17011769","Homme","1","47","1","2015-11-01 13:45:07.0"
"17014300","Enfant","1","32","1","2015-11-01 19:11:12.0"
"17014300","Enfant","1","37","1","2015-11-01 19:11:12.0"
"17014300","Femme","1","32","1","2015-11-01 19:11:12.0"
"17014300","Femme","1","37","1","2015-11-01 19:11:12.0"
"17022676","Femme","1","40","1","2015-11-01 09:59:03.0"
"17022676","Accessoires","1","40","1","2015-11-01 09:59:03.0"
"17030099","Femme","1","41","1","2015-11-01 16:49:13.0"
"17049473","Femme","5","43","3","2015-11-01 19:12:00.0"
"17056391","Femme","1","37","1","2015-11-01 17:47:04.0"
"17059008","Femme","1","37","1","2015-11-01 10:50:12.0"
"17063507","Femme","1","37","1","2015-11-01 10:15:15.0"
"17069379","Femme","1","38","1","2015-11-01 13:40:18.0"
"17075733","Femme","1","38","1","2015-11-01 13:47:07.0"
"17076266","Femme","2","37","2","2015-11-01 09:42:18.0"
"17078947","Homme","1","42","1","2015-11-01 10:34:19.0"
"17080720","Homme","1","45","1","2015-11-01 11:33:09.0"
"17082173","Homme","1","44","1","2015-11-01 11:38:06.0"
"17086456","Femme","1","37","1","2015-11-01 12:14:10.0"
"17092901","Femme","6","39","6","2015-11-01 22:19:08.0"
"17098533","Femme","2","39","1","2015-11-01 11:42:05.0"
"17098533","Femme","2","40","1","2015-11-01 11:42:05.0"
"17098843","Femme","1","38","1","2015-11-01 19:37:03.0"
"17110067","Femme","1","38","1","2015-11-01 18:29:15.0"
"17116113","Homme","1","","0","2015-11-01 05:46:12.0"
"17117196","Femme","1","37","1","2015-11-01 01:47:11.0"
